Signum,Plats,Socken,Härad,Kommun,KoordinaterX,KoordinaterY,Stilgruppering,Ristare,Materialtyp
G 318 †M,Fleringe kyrka,Fleringe sn,Rute ting,Gotland,6420271,1682266,,,sten
G 319 M,Rute kyrka,Rute sn,Rute ting,Gotland,6416394,1685211,,,sten
G 320 M,Rute kyrka,Rute sn,Rute ting,Gotland,6416394,1685211,,,sten
G 321 M,Rute kyrka,Rute sn,Rute ting,Gotland,6416394,1685211,,,sten
G 322 M,Rute kyrka,Rute sn,Rute ting,Gotland,6416394,1685211,,,sten
G 323 M,Rute kyrka,Rute sn,Rute ting,Gotland,6416394,1685211,,,sten
G 327 M,Bunge kyrka,Bunge sn,Rute ting,Gotland,6418899,1691045,,,sten
G 328 M,Bunge kyrka,Bunge sn,Rute ting,Gotland,6418899,1691045,,,sten
G 334 M,Fårö kyrka,Fårö sn,Rute ting,Gotland,6426170,1697186,,,sten
G 335 †M,Fårö kyrka,Fårö sn,Rute ting,Gotland,6426123,1697227,,,sten
G 336 †M,Fårö kyrka,Fårö sn,Rute ting,Gotland,6426123,1697227,,,sten
G 349 †M,S:ta Maria kyrka,Visby,,Gotland,6393496,1648855,,,sten
G 364 M,Havdhems kyrka,Havdhems sn,Grötlinge ting,Gotland,6340195,1652340,?,,sten
G 367 M,Eke kyrka,Eke sn,Hemse ting,Gotland,6340930,1655692,,,sten
G 370 $,Hablingbo kyrka,Hablingbo sn,Hablinge ting,Gotland,6342784,1648565,Pr3,,sten
G 373,Sproge kyrka,Sproge sn,Hablinge ting,Gotland,6350090,1645178,Pr1 - Pr2?,,sten
G 375 M,Levide kyrka,Levide sn,Fardhems ting,Gotland,6353385,1648424,,,sten
G 378 M,Burs kyrka,Burs sn,Burs ting,Gotland,6349875,1663196,,,sten
G 379 SENTIDA,Närs kyrka,Närs sn,Burs ting,Gotland,6351461,1670163,,,sten
G 381 M,Närs kyrka,Närs sn,Burs ting,Gotland,6351461,1670163,,,sten
G 383 M,Lau kyrka,Lau sn,Burs ting,Gotland,6354296,1669738,,,sten
G ATA351-3693-2013,Stenkyrka kyrka,Stenkyrka sn,Lummelunda ting,Gotland,6410885,1662116,,,sten
DR 259,"Fuglie 1, Fuglie kyrka",Fuglie sn,"Skytts hd, Skåne",Trelleborg,6149812,1327870,RAK,,sten
DR 270 $,Skivarps kyrka,Skivarps sn,"Vemmenhögs hd, Skåne",Skurup,6146160,1358344,RAK,Ev. samma som gjort DR 351,sten
DR 271,Tullstorps kyrka,Tullstorps sn,"Vemmenhögs hd, Skåne",Trelleborg,6144726,1351883,Pr1,,sten
DR 272 †,"Svenstorp 1, Svenstorps kyrka",Svenstorps sn,"Vemmenhögs hd, Skåne",Skurup,6149871,1352619,,,sten
DR 273 †,"Svenstorp 2, Svenstorps kyrka",Svenstorps sn,"Vemmenhögs hd, Skåne",Skurup,6149871,1352619,RAK?,,sten
DR 279 $,"Sjörup, Sjörups gamla kyrka",Sjörups sn,"Ljunits hd, Skåne",Ystad,6148036,1362807,RAK,,sten
DR 281,"Skårby 2, Skårby kyrka",Skårby sn,"Ljunits hd, Skåne",Ystad,6152774,1367780,RAK,Troligen Hunnestad-ristaren,sten
DR 287 $,"Bjäresjö 1, Bjäresjö kyrka",Bjäresjö sn,"Herrestads hd, Skåne",Ystad,6149959,1370007,RAK,Troligen Hunnestad-ristaren,sten
DR 294 $,Baldringe kyrka,Baldringe sn,"Herrestads hd, Skåne",Ystad,6157345,1375898,RAK,Ev. samma som gjort DR 293 och 343,sten
DR 295,"Hällestad 1, Hällestads kyrka",Hällestads sn,"Torna hd, Skåne",Lund,6174613,1350003,RAK,Troligen samma som gjort DR 297,sten
DR 296,"Hällestad 2, Hällestads kyrka",Hällestads sn,"Torna hd, Skåne",Lund,6174641,1350004,Fp,,sten
DR 297,"Hällestad 3, Hällestads kyrka",Hällestads sn,"Torna hd, Skåne",Lund,6174621,1350003,RAK,Troligen samma som gjort DR 295,sten
DR 312 SENTIDA,"Lund, domkyrkan",Lund,Skåne,Lund,6178075,1335800,,Adam van Düren,sten
DR 313 SENTIDA,"Lund, domkyrkan",Lund,Skåne,Lund,6178075,1335800,,Adam van Düren,sten
DR 314,"Lund, Allhelgonakyrkan",Lund,Skåne,Lund,6178690,1335850,RAK,,sten
DR 316,Norra Nöbbelövs kyrka,Norra Nöbbelövs sn,"Torna hd, Skåne",Lund,6180626,1331861,RAK,,sten
DR 318,Håstads kyrka,Håstads sn,"Torna hd, Skåne",Lund,6185798,1338218,RAK?,,sten
DR 319 †M,Flädie kyrka,Flädie sn,"Torna hd, Skåne",Lomma,6180786,1328177,,,sten
DR 320 M,Örtofta kyrka,Örtofta sn,"Harjagers hd, Skåne",Eslöv,6187086,1339375,,,sten
DR 322 M,Lilla Harrie kyrka,Lilla Harrie sn,"Harjagers hd, Skåne",Kävlinge,6187950,1336680,,,sten
DR 324,Stora Harrie kyrka,Stora Harrie sn,"Harjagers hd, Skåne",Kävlinge,6189410,1333763,RAK,,sten
DR 326 M,Södervidinge kyrka,Södervidinge sn,"Harjagers hd, Skåne",Kävlinge,6191427,1330203,,,sten
DR 327 M,Västra Sallerups kyrka,Västra Sallerups sn,"Harjagers hd, Skåne",Eslöv,6191866,1341623,,,sten
DR 328,Holmby kyrka,Holmby sn,"Frosta hd, Skåne",Eslöv,6182382,1348986,RAK,,sten
DR 330 $,"Gårdstånga 2, Gårdstånga kyrka",Gårdstånga sn,"Frosta hd, Skåne",Eslöv,6183895,1344465,RAK,,sten
DR 331,"Gårdstånga 3, Gårdstånga kyrka",Gårdstånga sn,"Frosta hd, Skåne",Eslöv,6183895,1344465,RAK,,sten
DR 332 M,Höörs kyrka,Höörs sn,"Frosta hd, Skåne",Höör,6202572,1359065,,,sten
DR 336 †M,Allerums kyrka,Allerums sn,"Luggude hd, Skåne",Helsingborg,6224439,1306315,,,sten
DR 338,Glemminge kyrka,Glemminge sn,"Ingelstads hd, Skåne",Ystad,6148760,1387061,RAK,,sten
DR 339 $,Stora Köpinge kyrka,Stora Köpinge sn,"Herrestads hd, Skåne",Ystad,6150560,1382524,RAK,,sten
DR 340 †M,Östra Hoby kyrka,Östra Hoby sn,"Ingelstads hd, Skåne",Simrishamn,6150256,1400493,,,sten
DR 341 †,Östra Hoby kyrka,Östra Hoby sn,"Ingelstads hd, Skåne",Simrishamn,6150256,1400493,,,sten
DR 343,Östra Herrestads kyrka,Östra Herrestads sn,"Ingelstads hd, Skåne",Simrishamn,6156383,1396470,RAK,Ev. samma som gjort DR 293 och 294,sten
DR 344,"Simris 1, Simris kyrka",Simris sn,"Järestads hd, Skåne",Simrishamn,6157158,1406332,Pr4,,sten
DR 345 $,"Simris 2, Simris kyrka",Simris sn,"Järestads hd, Skåne",Simrishamn,6157160,1406332,Fp,,sten
DR 347 $M,Norra Åsums kyrka,Norra Åsums sn (nu Kristianstad),"Gärds hd, Skåne",Kristianstad,6208004,1396766,,,sten
DR 354,Kvibille kyrka,Kvibille sn,"Halmstads hd, Halland",Halmstad,6299223,1318382,,,sten
DR 355 M,"Getinge 1, Getinge kyrka",Getinge sn,"Halmstads hd, Halland",Halmstad,6303466,1313322,,Ejnar (S),sten
DR 355A †M,"Getinge 2, Getinge kyrka",Getinge sn,"Halmstads hd, Halland",Halmstad,6303472,1313332,,Ejnar (S),sten
DR 356 $,Sölvesborgs kyrka,Sölvesborg,"Listers hd, Blekinge",Sölvesborg,6214494,1423741,?,,sten
DR 364 M,"Lösen 1, Lösens kyrka",Lösens sn,"Östra hd, Blekinge",Karlskrona,6229859,1492723,,,sten
DR 365 †,"Lösen 2, Lösens kyrka",Lösens sn,"Östra hd, Blekinge",Karlskrona,6229869,1492748,?,,sten
DR 366 $M,"Lösen 3, Lösens kyrka",Lösens sn,"Östra hd, Blekinge",Karlskrona,6229854,1492716,,,sten
DR 368 M,"Poulsker, Sankt Pouls kyrka",Poulsker sn,"Sønder hd, Bornholm",Bornholm,-55,022795 ; 15,,,sten
DR Til6 M,"Lund, domkyrkan",Lund,Skåne,Lund,6178077,1335832,,,sten
DR EM85;377 $,Älleköpings kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,6201100,1401390,RAK,,sten
DR Fv1968;282 M,Annelövs kyrka,Annelövs sn,"Onsjö hd, Skåne",Landskrona,6193191,1325626,,,sten
DR Fv1990;30 M,Fjelie kyrka,Fjelie sn,"Torna hd, Skåne",Lomma,6180902,1330360,,,sten
IS IR;73 $M,Útskálar kyrka,Útskálar sn,Gullbringu sýsla,,,,,,sten
IS IR;75 $M,Útskálar kyrka,Útskálar sn,Gullbringu sýsla,,,,,,sten
IS IR;109 $M,Norðtunga kyrka,Norðtunga sn,Mýra sýsla,,,,,,sten
IS IR;110 †M,Norðtunga kyrka,Norðtunga sn,Mýra sýsla,,,,,,sten
IS IR;111 †M,Hvammur kyrka,Hvammur sn,Mýra sýsla,,,,,,sten
IS IR;114 †M,Hvammur kyrka,Hvammur sn,Mýra sýsla,,,,,,sten
